,Sentence #,Word,POS,Tag
84786,,Brno,NNP,ORG
84787,,1,CD,O
84788,,Sigma,NNP,ORG
84789,,Olomouc,NNP,ORG
84790,,0,CD,O
84791,,FC,NNP,ORG
84792,,Bohemians,NNP,ORG
84793,,0,CD,O
84794,,FC,NNP,ORG
84795,,Karvina,NNP,ORG
84796,,2,CD,O
84797,,SK,NNP,ORG
84798,,Hradec,NNP,ORG
84799,,Kralove,NNP,ORG
84800,,0,CD,O
84801,,Kaucuk,NNP,ORG
84802,,Opava,NNP,ORG
84803,,0,CD,O
84804,,Playing,VBG,O
84805,,Monday,NNP,O
84806,,:,:,O
84807,,Viktoria,NNP,ORG
84808,,Plzen,NNP,ORG
84809,,v,FW,O
84810,,AC,NNP,ORG
84811,,Sparta,NNP,ORG
84812,,Praha,NNP,ORG
84813,,Standings,NNS,O
84814,,(,(,O
84815,,tabulate,NN,O
84816,,under,IN,O
84817,,games,NNS,O
84818,,played,VBD,O
84819,,",",",",O
84820,,won,VBD,O
84821,,",",",",O
84822,,drawn,VBN,O
84823,,",",",",O
84824,,lost,VBD,O
84825,,",",",",O
84826,,goals,NNS,O
84827,,for,IN,O
84828,,",",",",O
84829,,against,RB,O
84830,,",",",",O
84831,,points,VBZ,O
84832,,),),O
84833,,:,:,O
84834,,Boby,JJ,ORG
84835,,Brno,NNP,ORG
84836,,3,CD,O
84837,,3,CD,O
84838,,0,CD,O
84839,,0,CD,O
84840,,5,CD,O
84841,,2,CD,O
84842,,9,CD,O
84843,,Banik,NNP,ORG
84844,,Ostrava,NNP,ORG
84845,,3,CD,O
84846,,2,CD,O
84847,,0,CD,O
84848,,1,CD,O
84849,,7,CD,O
84850,,3,CD,O
84851,,6,CD,O
84852,,FK,NNP,ORG
84853,,Jablonec,NNP,ORG
84854,,3,CD,O
84855,,2,CD,O
84856,,0,CD,O
84857,,1,CD,O
84858,,5,CD,O
84859,,2,CD,O
84860,,6,CD,O
84861,,SK,NNP,ORG
84862,,Slavia,NNP,ORG
84863,,Praha,NNP,ORG
84864,,3,CD,O
84865,,1,CD,O
84866,,2,CD,O
84867,,0,CD,O
84868,,6,CD,O
84869,,3,CD,O
84870,,5,CD,O
84871,,Kaucuk,NNP,ORG
84872,,Opava,NNP,ORG
84873,,3,CD,O
84874,,1,CD,O
84875,,2,CD,O
84876,,0,CD,O
84877,,2,CD,O
84878,,1,CD,O
84879,,5,CD,O
84880,,Sigma,NNP,ORG
84881,,Olomouc,NNP,ORG
84882,,3,CD,O
84883,,1,CD,O
84884,,1,CD,O
84885,,1,CD,O
84886,,6,CD,O
84887,,3,CD,O
84888,,4,CD,O
84889,,Petra,NNP,ORG
84890,,Drnovice,NN,ORG
84891,,3,CD,O
84892,,1,CD,O
84893,,1,CD,O
84894,,1,CD,O
84895,,7,CD,O
84896,,5,CD,O
84897,,4,CD,O
84898,,Slovan,NNP,ORG
84899,,Liberec,NNP,ORG
84900,,3,CD,O
84901,,1,CD,O
84902,,1,CD,O
84903,,1,CD,O
84904,,5,CD,O
84905,,4,CD,O
84906,,4,CD,O
84907,,FK,NNP,ORG
84908,,Teplice,NN,ORG
84909,,3,CD,O
84910,,1,CD,O
84911,,1,CD,O
84912,,1,CD,O
84913,,3,CD,O
84914,,4,CD,O
84915,,4,CD,O
84916,,FC,NNP,ORG
84917,,Karvina,NNP,ORG
84918,,3,CD,O
84919,,1,CD,O
84920,,1,CD,O
84921,,1,CD,O
84922,,3,CD,O
84923,,5,CD,O
84924,,4,CD,O
84925,,SK,NNP,ORG
84926,,Ceske,NNP,ORG
84927,,Budejovice,NNP,ORG
84928,,3,CD,O
84929,,1,CD,O
84930,,1,CD,O
84931,,1,CD,O
84932,,3,CD,O
84933,,5,CD,O
84934,,4,CD,O
84935,,Viktoria,NNP,ORG
84936,,Plzen,NNP,ORG
84937,,2,CD,O
84938,,0,CD,O
84939,,2,CD,O
84940,,0,CD,O
84941,,2,CD,O
84942,,2,CD,O
84943,,2,CD,O
84944,,AC,NNP,ORG
84945,,Sparta,NNP,ORG
84946,,Praha,NNP,ORG
84947,,2,CD,O
84948,,0,CD,O
84949,,1,CD,O
84950,,1,CD,O
84951,,3,CD,O
84952,,4,CD,O
84953,,1,CD,O
84954,,FC,NNP,ORG
84955,,Bohemians,NNP,ORG
84956,,3,CD,O
84957,,0,CD,O
84958,,1,CD,O
84959,,2,CD,O
84960,,1,CD,O
84961,,4,CD,O
84962,,1,CD,O
84963,,Viktoria,NNP,ORG
84964,,Zizkov,NNP,ORG
84965,,3,CD,O
84966,,0,CD,O
84967,,1,CD,O
84968,,2,CD,O
84969,,3,CD,O
84970,,8,CD,O
84971,,1,CD,O
84972,,SK,NNP,ORG
84973,,Hradec,NNP,ORG
84974,,Kralove,NNP,ORG
84975,,3,CD,O
84976,,0,CD,O
84977,,1,CD,O
84978,,2,CD,O
84979,,1,CD,O
84980,,7,CD,O
84981,,1,CD,O
84982,,-DOCSTART-,-X-,O
84983,,SOCCER,NN,O
84984,,-,:,O
84985,,MEXICAN,NNP,MISC
84986,,CHAMPIONSHIP,NNP,O
84987,,RESULTS,NNS,O
84988,,/,SYM,O
84989,,STANDINGS,NNS,O
84990,Sentence: 3086,MEXICO,NNP,LOC
84991,,CITY,NNP,LOC
84992,,1996-08-26,CD,O
84993,,Results,NNS,O
84994,,of,IN,O
84995,,weekend,NN,O
84996,,matches,NNS,O
84997,,in,IN,O
84998,,the,DT,O
84999,,Mexican,JJ,MISC
85000,,soccer,NN,O
85001,,championship,NN,O
85002,,:,:,O
85003,,Atlante,NNP,ORG
85004,,1,CD,O
85005,,Atlas,NNP,ORG
85006,,1,CD,O
85007,,Cruz,NNP,ORG
85008,,Azul,NNP,ORG
85009,,2,CD,O
85010,,Leon,NNP,ORG
85011,,2,CD,O
85012,,Guadalajara,NNP,ORG
85013,,5,CD,O
85014,,America,NNP,ORG
85015,,0,CD,O
85016,,Monterrey,NNP,ORG
85017,,2,CD,O
85018,,Veracruz,NNP,ORG
85019,,1,CD,O
85020,,Pachuca,NNP,ORG
85021,,3,CD,O
85022,,Toluca,NN,ORG
85023,,0,CD,O
85024,,Puebla,NN,ORG
85025,,2,CD,O
85026,,UNAM,NNP,ORG
85027,,1,CD,O
85028,,Santos,NNS,ORG
85029,,2,CD,O
85030,,Morelia,NNP,ORG
85031,,1,CD,O
85032,,UAG,NNP,ORG
85033,,1,CD,O
85034,,Neza,NNP,ORG
85035,,2,CD,O
85036,,Standings,NNS,O
85037,,(,(,O
85038,,tabulated,VBN,O
85039,,under,IN,O
85040,,played,JJ,O
85041,,",",",",O
85042,,won,VBD,O
85043,,",",",",O
85044,,drawn,VBN,O
85045,,",",",",O
85046,,lost,VBD,O
85047,,",",",",O
85048,,goals,NNS,O
85049,,for,IN,O
85050,,",",",",O
85051,,against,RB,O
85052,,",",",",O
85053,,points,VBZ,O
85054,,),),O
85055,,Group,NNP,O
85056,,1,CD,O
85057,,Puebla,NN,ORG
85058,,3,CD,O
85059,,3,CD,O
85060,,0,CD,O
85061,,0,CD,O
85062,,7,CD,O
85063,,2,CD,O
85064,,9,CD,O
85065,,Cruz,NNP,ORG
85066,,Azul,NNP,ORG
85067,,3,CD,O
85068,,2,CD,O
85069,,1,CD,O
85070,,0,CD,O
85071,,7,CD,O
85072,,3,CD,O
85073,,7,CD,O
85074,,Atlante,NNP,ORG
85075,,3,CD,O
85076,,2,CD,O
85077,,1,CD,O
85078,,0,CD,O
85079,,6,CD,O
85080,,2,CD,O
85081,,7,CD,O
85082,,Neza,NNP,ORG
85083,,3,CD,O
85084,,1,CD,O
85085,,0,CD,O
85086,,2,CD,O
85087,,2,CD,O
85088,,7,CD,O
85089,,3,CD,O
85090,,Veracruz,NNP,ORG
85091,,3,CD,O
85092,,0,CD,O
85093,,1,CD,O
85094,,2,CD,O
85095,,2,CD,O
85096,,6,CD,O
85097,,1,CD,O
85098,,Group,NNP,O
85099,,2,CD,O
85100,,Necaxa,NNP,ORG
85101,,3,CD,O
85102,,1,CD,O
85103,,1,CD,O
85104,,1,CD,O
85105,,6,CD,O
85106,,4,CD,O
85107,,4,CD,O
85108,,Pachuca,NNP,ORG
85109,,3,CD,O
85110,,1,CD,O
85111,,1,CD,O
85112,,1,CD,O
85113,,6,CD,O
85114,,7,CD,O
85115,,4,CD,O
85116,,Leon,NNP,ORG
85117,,3,CD,O
85118,,0,CD,O
85119,,3,CD,O
85120,,0,CD,O
85121,,3,CD,O
85122,,3,CD,O
85123,,3,CD,O
85124,,America,NNP,ORG
85125,,3,CD,O
85126,,1,CD,O
85127,,0,CD,O
85128,,2,CD,O
85129,,5,CD,O
85130,,7,CD,O
85131,,3,CD,O
85132,,Morelia,NNP,ORG
85133,,3,CD,O
85134,,0,CD,O
85135,,1,CD,O
85136,,2,CD,O
85137,,3,CD,O
85138,,8,CD,O
85139,,1,CD,O
85140,,Group,NNP,O
85141,,3,CD,O
85142,,Atlas,NNP,ORG
85143,,3,CD,O
85144,,2,CD,O
85145,,1,CD,O
85146,,0,CD,O
85147,,7,CD,O
85148,,2,CD,O
85149,,7,CD,O
85150,,Guadalajara,NNP,ORG
85151,,3,CD,O
85152,,2,CD,O
85153,,1,CD,O
85154,,0,CD,O
85155,,7,CD,O
85156,,0,CD,O
85157,,7,CD,O
85158,,Toluca,NNP,ORG
85159,,3,CD,O
85160,,1,CD,O
85161,,0,CD,O
85162,,2,CD,O
85163,,6,CD,O
85164,,5,CD,O
85165,,3,CD,O
85166,,UNAM,NNP,ORG
85167,,3,CD,O
85168,,0,CD,O
85169,,0,CD,O
85170,,3,CD,O
85171,,2,CD,O
85172,,6,CD,O
85173,,0,CD,O
85174,,Group,NNP,O
85175,,4,CD,O
85176,,Santos,NNS,ORG
85177,,3,CD,O
85178,,3,CD,O
85179,,0,CD,O
85180,,0,CD,O
85181,,4,CD,O
85182,,1,CD,O
85183,,9,CD,O
85184,,Monterrey,NNP,ORG
85185,,4,CD,O
85186,,1,CD,O
85187,,1,CD,O
85188,,2,CD,O
85189,,2,CD,O
85190,,5,CD,O
85191,,4,CD,O
85192,,Celaya,NNP,ORG
85193,,2,CD,O
85194,,0,CD,O
85195,,2,CD,O
85196,,0,CD,O
85197,,1,CD,O
85198,,1,CD,O
85199,,2,CD,O
85200,,UAG,NNP,ORG
85201,,3,CD,O
85202,,0,CD,O
85203,,0,CD,O
85204,,3,CD,O
85205,,1,CD,O
85206,,8,CD,O
85207,,0,CD,O
85208,,-DOCSTART-,-X-,O
85209,,SOCCER,NN,O
85210,,-,:,O
85211,,PLAYERS,NNP,O
85212,,LEAVE,NNP,O
85213,,MATCH,NNP,O
85214,,EARLY,NNP,O
85215,,TO,TO,O
85216,,CATCH,VB,O
85217,,PLANE,NN,O
85218,Sentence: 3087,Brian,NNP,PER
85219,,Homewood,NNP,PER
85220,,RIO,NNP,LOC
85221,,DE,NNP,LOC
85222,,JANEIRO,NNP,LOC
85223,,1996-08-26,CD,O
85224,,Two,CD,O
85225,,key,JJ,O
85226,,players,NNS,O
85227,,left,VBD,O
85228,,a,DT,O
85229,,Brazilian,JJ,MISC
85230,,championship,NN,O
85231,,match,NN,O
85232,,early,RB,O
85233,,on,IN,O
85234,,Sunday,NNP,O
85235,,because,IN,O
85236,,they,PRP,O
85237,,had,VBD,O
85238,,to,TO,O
85239,,catch,VB,O
85240,,a,DT,O
85241,,plane,NN,O
85242,,to,TO,O
85243,,Russia,NNP,LOC
85244,,to,TO,O
85245,,play,VB,O
85246,,with,IN,O
85247,,the,DT,O
85248,,national,JJ,O
85249,,team,NN,O
85250,Sentence: 3088,Sao,NNP,ORG
85251,,Paulo,NNP,ORG
85252,,midfielder,FW,O
85253,,Andre,NNP,PER
85254,,and,CC,O
85255,,Santos,NNP,ORG
85256,,defender,NN,O
85257,,Narciso,NNP,PER
85258,,were,VBD,O
85259,,both,DT,O
85260,,substituted,VBD,O
85261,,during,IN,O
85262,,their,PRP$,O
85263,,teams,NNS,O
85264,,',POS,O
85265,,game,NN,O
85266,,",",",",O
85267,,taken,VBN,O
85268,,to,TO,O
85269,,Sao,NNP,LOC
85270,,Paulo,NNP,LOC
85271,,airport,NN,O
85272,,and,CC,O
85273,,flown,VBN,O
85274,,to,TO,O
85275,,Rio,NNP,LOC
85276,,de,FW,LOC
85277,,Janeiro,NNP,LOC
85278,,in,IN,O
85279,,a,DT,O
85280,,private,JJ,O
85281,,jet,NN,O
85282,,chartered,VBD,O
85283,,by,IN,O
85284,,the,DT,O
85285,,Brazilian,NNP,MISC
85286,,Football,NNP,MISC
85287,,Confederation,NNP,MISC
85288,,(,(,O
85289,,CBF,NNP,MISC
85290,,),),O
85291,Sentence: 3089,At,IN,O
85292,,Rio,NNP,LOC
85293,,",",",",O
85294,,they,PRP,O
85295,,joined,VBD,O
85296,,up,RP,O
85297,,with,IN,O
85298,,the,DT,O
85299,,national,JJ,O
85300,,team,NN,O
85301,,squad,NN,O
85302,,for,IN,O
85303,,the,DT,O
85304,,journey,NN,O
85305,,to,TO,O
85306,,Moscow,NNP,LOC
85307,,",",",",O
85308,,where,WRB,O
85309,,Brazil,NNP,LOC
85310,,will,MD,O
85311,,face,VB,O
85312,,Russia,NNP,LOC
85313,,in,IN,O
85314,,a,DT,O
85315,,friendly,JJ,O
85316,,international,NN,O
85317,,on,IN,O
85318,,Wednesday,NNP,O
85319,Sentence: 3090,The,DT,O
85320,,problem,NN,O
85321,,arose,VBD,O
85322,,because,IN,O
85323,,the,DT,O
85324,,Sao,NNP,ORG
85325,,Paulo-Santos,JJ,ORG
85326,,clash,NN,O
85327,,was,VBD,O
85328,,selected,VBN,O
85329,,as,IN,O
85330,,the,DT,O
85331,,day,NN,O
85332,,'s,POS,O
85333,,televised,VBN,O
85334,,live,VB,O
85335,,match,VB,O
85336,,",",",",O
85337,,forcing,VBG,O
85338,,it,PRP,O
85339,,to,TO,O
85340,,be,VB,O
85341,,put,VBN,O
85342,,back,RB,O
85343,,three,CD,O
85344,,hours,NNS,O
85345,,from,IN,O
85346,,the,DT,O
85347,,usual,JJ,O
85348,,kickoff,NN,O
85349,,time,NN,O
85350,Sentence: 3091,Santos,NNP,ORG
85351,,suffered,VBD,O
85352,,more,RBR,O
85353,,from,IN,O
85354,,their,PRP$,O
85355,,loss,NN,O
85356,,as,IN,O
85357,,Narciso,NNP,PER
85358,,'s,POS,O
85359,,replacement,NN,O
85360,,Jean,NNP,PER
85361,,gave,VBD,O
85362,,away,RB,O
85363,,a,DT,O
85364,,penalty,NN,O
85365,,from,IN,O
85366,,which,WDT,O
85367,,Sao,NNP,ORG
85368,,Paulo,NNP,ORG
85369,,scored,VBD,O
85370,,the,DT,O
85371,,decisive,JJ,O
85372,,goal,NN,O
85373,,in,IN,O
85374,,a,DT,O
85375,,2-1,CD,O
85376,,win,VBP,O
85377,Sentence: 3092,Sao,NNP,ORG
85378,,Paulo,NNP,ORG
85379,,lead,NN,O
85380,,the,DT,O
85381,,first,JJ,O
85382,,stage,NN,O
85383,,of,IN,O
85384,,the,DT,O
85385,,championship,NN,O
85386,,on,IN,O
85387,,goal,NN,O
85388,,difference,NN,O
85389,,from,IN,O
85390,,surprise,NN,O
85391,,package,NN,O
85392,,Juventude,NNP,ORG
85393,,",",",",O
85394,,who,WP,O
85395,,beat,VB,O
85396,,Internacional,NNP,ORG
85397,,2-1,CD,O
85398,Sentence: 3093,Corinthians,NNS,ORG
85399,,",",",",O
85400,,who,WP,O
85401,,played,VBD,O
85402,,in,IN,O
85403,,a,DT,O
85404,,tournament,NN,O
85405,,in,IN,O
85406,,Spain,NNP,LOC
85407,,last,JJ,O
85408,,week,NN,O
85409,,",",",",O
85410,,also,RB,O
85411,,faced,VBD,O
85412,,a,DT,O
85413,,plane,NN,O
85414,,marathon,NN,O
85415,,as,IN,O
85416,,they,PRP,O
85417,,attempted,VBD,O
85418,,to,TO,O
85419,,keep,VB,O
85420,,up,RP,O
85421,,with,IN,O
85422,,a,DT,O
85423,,hectic,JJ,O
85424,,fixture,NN,O
85425,,list,NN,O
85426,Sentence: 3094,They,PRP,O
85427,,were,VBD,O
85428,,due,JJ,O
85429,,to,TO,O
85430,,leave,VB,O
85431,,Spain,NNP,LOC
85432,,Monday,NNP,O
85433,,night,NN,O
85434,,",",",",O
85435,,arrive,VB,O
85436,,in,IN,O
85437,,Sao,NNP,LOC
85438,,Paulo,NNP,LOC
85439,,on,IN,O
85440,,Tuesday,NNP,O
85441,,morning,NN,O
85442,,",",",",O
85443,,catch,VB,O
85444,,another,DT,O
85445,,plane,NN,O
85446,,to,TO,O
85447,,the,DT,O
85448,,southern,JJ,O
85449,,city,NN,O
85450,,of,IN,O
85451,,Curitiba,NNP,LOC
85452,,one,CD,O
85453,,hour,NN,O
85454,,later,RB,O
85455,,and,CC,O
85456,,then,RB,O
85457,,play,VB,O
85458,,away,RB,O
85459,,to,TO,O
85460,,Atletico,NNP,ORG
85461,,Paranaense,NNP,ORG
85462,,in,IN,O
85463,,the,DT,O
85464,,Brazilian,JJ,MISC
85465,,championship,NN,O
85466,,the,DT,O
85467,,same,JJ,O
85468,,evening,NN,O
85469,Sentence: 3095,Botafogo,JJ,ORG
85470,,striker,NN,O
85471,,Tulio,NNP,PER
85472,,",",",",O
85473,,who,WP,O
85474,,was,VBD,O
85475,,overlooked,VBN,O
85476,,by,IN,O
85477,,Zagalo,NNP,PER
85478,,for,IN,O
85479,,the,DT,O
85480,,tour,NN,O
85481,,which,WDT,O
85482,,also,RB,O
85483,,features,VBZ,O
85484,,a,DT,O
85485,,game,NN,O
85486,,away,RB,O
85487,,to,TO,O
85488,,the,DT,O
85489,,Netherlands,NNPS,LOC
85490,,on,IN,O
85491,,Sunday,NNP,O
85492,,",",",",O
85493,,scored,VBN,O
85494,,his,PRP$,O
85495,,third,JJ,O
85496,,goal,NN,O
85497,,in,IN,O
85498,,three,CD,O
85499,,games,NNS,O
85500,,as,IN,O
85501,,the,DT,O
85502,,defending,VBG,O
85503,,champions,NNS,O
85504,,beat,VBP,O
85505,,Bahia,NNP,ORG
85506,,2-1,CD,O
85507,,away,RB,O
85508,Sentence: 3096,Tulio,NNP,PER
85509,,",",",",O
85510,,who,WP,O
85511,,has,VBZ,O
85512,,been,VBN,O
85513,,top-scorer,NN,O
85514,,in,IN,O
85515,,the,DT,O
85516,,competition,NN,O
85517,,for,IN,O
85518,,the,DT,O
85519,,last,JJ,O
85520,,two,CD,O
85521,,seasons,NNS,O
85522,,",",",",O
85523,,has,VBZ,O
85524,,been,VBN,O
85525,,struggling,VBG,O
85526,,against,IN,O
85527,,injury,NN,O
85528,,for,IN,O
85529,,most,JJS,O
85530,,of,IN,O
85531,,this,DT,O
85532,,year,NN,O
85533,Sentence: 3097,-DOCSTART-,-X-,O
85534,,SOCCER,NN,O
85535,,-,:,O
85536,,ARGENTINE,NNP,MISC
85537,,CHAMPIONSHIP,NNP,O
85538,,RESULTS,NNS,O
85539,Sentence: 3098,BUENOS,NNP,LOC
85540,,AIRES,NNPS,LOC
85541,,1996-08-26,CD,O
85542,,Results,NNS,O
85543,,of,IN,O
85544,,matches,NNS,O
85545,,on,IN,O
85546,,the,DT,O
85547,,opening,NN,O
85548,,weekend,NN,O
85549,,of,IN,O
85550,,the,DT,O
85551,,Argentine,JJ,MISC
85552,,Apertura,NNP,MISC
85553,,championship,NN,O
85554,,:,:,O
85555,,Estudiantes,NNP,ORG
85556,,2,CD,O
85557,,Boca,NNP,ORG
85558,,Juniors,NNPS,ORG
85559,,3,CD,O
85560,,Ferro,NNP,ORG
85561,,Carril,NNP,ORG
85562,,Oeste,NNP,ORG
85563,,0,CD,O
85564,,Independiente,NNP,ORG
85565,,3,CD,O
85566,,Gimnasia-Jujuy,RB,ORG
85567,,1,CD,O
85568,,Platense,NNP,ORG
85569,,0,CD,O
85570,,Huracan,NNP,ORG
85571,,0,CD,O
85572,,Lanus,NNP,ORG
85573,,0,CD,O
85574,,Huracan-Corrientes,JJ,ORG
85575,,3,CD,O
85576,,Union,NNP,ORG
85577,,6,CD,O
85578,,Newell,NNP,ORG
85579,,'s,POS,ORG
85580,,Old,NNP,ORG
85581,,Boys,NNPS,ORG
85582,,0,CD,O
85583,,Velez,NNP,ORG
85584,,Sarsfield,NNP,ORG
85585,,2,CD,O
85586,,Racing,VBG,ORG
85587,,Club,NNP,ORG
85588,,0,CD,O
85589,,Rosario,NNP,ORG
85590,,Central,NNP,ORG
85591,,2,CD,O
85592,,River,NNP,ORG
85593,,Plate,NNP,ORG
85594,,0,CD,O
85595,,Gimnasia-La,NNP,ORG
85596,,Plata,NNP,ORG
85597,,0,CD,O
85598,,San,NNP,ORG
85599,,Lorenzo,NNP,ORG
85600,,0,CD,O
85601,,Banfield,NNP,ORG
85602,,1,CD,O
85603,,Playing,VBG,O
85604,,Monday,NNP,O
85605,,:,:,O
85606,,Deportivo,NNP,ORG
85607,,Espanol,NNP,ORG
85608,,v,FW,O
85609,,Colon,NN,ORG
85610,,Note,NN,O
85611,,:,:,O
85612,,the,DT,O
85613,,Apertura,NNP,MISC
85614,,is,VBZ,O
85615,,the,DT,O
85616,,first,JJ,O
85617,,of,IN,O
85618,,two,CD,O
85619,,championships,NNS,O
85620,,played,VBN,O
85621,,in,IN,O
85622,,the,DT,O
85623,,Argentine,JJ,MISC
85624,,season,NN,O
85625,Sentence: 3099,The,DT,O
85626,,teams,NNS,O
85627,,meet,VB,O
85628,,each,DT,O
85629,,other,JJ,O
85630,,once,RB,O
85631,,in,IN,O
85632,,each,DT,O
85633,,tournament,NN,O
85634,Sentence: 3100,There,EX,O
85635,,is,VBZ,O
85636,,no,DT,O
85637,,overall,JJ,O
85638,,champion,NN,O
85639,Sentence: 3101,-DOCSTART-,-X-,O
85640,,SOCCER,NN,O
85641,,-,:,O
85642,,HONDURAS,VBZ,LOC
85643,,BEAT,NN,O
85644,,CUBA,NNP,LOC
85645,,4-0,JJ,O
85646,,IN,IN,O
85647,,FRIENDLY,NNP,O
85648,Sentence: 3102,TEGUCIGALPA,NNP,LOC
85649,,1996-08-26,CD,O
85650,,Honduras,NNS,LOC
85651,,beat,VBP,O
85652,,Cuba,NNP,LOC
85653,,4-0,JJ,O
85654,,(,(,O
85655,,halftime,NN,O
85656,,3-0,CD,O
85657,,),),O
85658,,in,IN,O
85659,,a,DT,O
85660,,friendly,JJ,O
85661,,soccer,NN,O
85662,,international,JJ,O
85663,,on,IN,O
85664,,Sunday,NNP,O
85665,Sentence: 3103,Scorers,NNS,O
85666,,:,:,O
85667,,Juan,NNP,PER
85668,,Castro,NNP,PER
85669,,(,(,O
85670,,3rd,CD,O
85671,,minute,NN,O
85672,,),),O
85673,,",",",",O
85674,,Enrique,NNP,PER
85675,,Centeno,NNP,PER
85676,,(,(,O
85677,,33rd,CD,O
85678,,and,CC,O
85679,,84th,JJ,O
85680,,),),O
85681,,",",",",O
85682,,Carlos,NNP,PER
85683,,Pavon,NNP,PER
85684,,(,(,O
85685,,37th,JJ,O
85686,,),),O
85687,,-DOCSTART-,-X-,O
85688,,SOCCER,NN,O
85689,,-,:,O
85690,,BRAZILIAN,NNP,MISC
85691,,CHAMPIONSHIP,NNP,O
85692,,RESULTS,NNS,O
85693,,/,SYM,O
85694,,STANDINGS,NNS,O
85695,Sentence: 3104,RIO,NNP,LOC
85696,,DE,NNP,LOC
85697,,JANEIRO,NNP,LOC
85698,,1996-08-26,CD,O
85699,,Results,NNS,O
85700,,of,IN,O
85701,,Brazilian,JJ,MISC
85702,,soccer,NN,O
85703,,championship,NN,O
85704,,matches,NNS,O
85705,,played,VBD,O
85706,,at,IN,O
85707,,the,DT,O
85708,,weekend,NN,O
85709,Sentence: 3105,Bahia,NNP,ORG
85710,,1,CD,O
85711,,Botafogo,NNP,ORG
85712,,2,CD,O
85713,,Bragantino,VBG,ORG
85714,,1,CD,O
85715,,Vasco,NNP,ORG
85716,,da,NNP,ORG
85717,,Gama,NNP,ORG
85718,,2,CD,O
85719,,Cricuma,NNP,ORG
85720,,4,CD,O
85721,,Fluminense,NNP,ORG
85722,,1,CD,O
85723,,Cruzeiro,NNP,ORG
85724,,2,CD,O
85725,,Flamengo,NNP,ORG
85726,,1,CD,O
85727,,Goias,FW,ORG
85728,,0,CD,O
85729,,Palmeiras,NNPS,ORG
85730,,0,CD,O
85731,,Gremio,NNP,ORG
85732,,2,CD,O
85733,,Vitoria,NNP,ORG
85734,,2,CD,O
85735,,Juventude,NN,ORG
85736,,2,CD,O
85737,,Internacional,NNP,ORG
85738,,1,CD,O
85739,,Parana,NNP,ORG
85740,,3,CD,O
85741,,Guarani,NNP,ORG
85742,,0,CD,O
85743,,Portuguesa,NNP,ORG
85744,,3,CD,O
85745,,Atletico,NNP,ORG
85746,,Mineiro,NNP,ORG
85747,,1,CD,O
85748,,Sao,NNP,ORG
85749,,Paulo,NNP,ORG
85750,,2,CD,O
85751,,Santos,NNPS,ORG
85752,,1,CD,O
85753,,Sport,NNP,ORG
85754,,Recife,NN,ORG
85755,,3,CD,O
85756,,Coritiba,NNP,ORG
85757,,0,CD,O
85758,,Standings,NNS,O
85759,,(,(,O
85760,,tabulated,VBN,O
85761,,under,IN,O
85762,,played,JJ,O
85763,,",",",",O
85764,,won,VBD,O
85765,,",",",",O
85766,,drawn,VBN,O
85767,,",",",",O
85768,,lost,VBD,O
85769,,",",",",O
85770,,goals,NNS,O
85771,,for,IN,O
85772,,",",",",O
85773,,against,RB,O
85774,,",",",",O
85775,,points,VBZ,O
85776,,),),O
85777,,:,:,O
85778,,Sao,NNP,ORG
85779,,Paulo,NNP,ORG
85780,,4,CD,O
85781,,3,CD,O
85782,,1,CD,O
85783,,0,CD,O
85784,,10,CD,O
85785,,5,CD,O
85786,,10,CD,O
85787,,Juventude,NN,ORG
85788,,5,CD,O
85789,,3,CD,O
85790,,1,CD,O
85791,,1,CD,O
85792,,5,CD,O
85793,,4,CD,O
85794,,10,CD,O
85795,,Portuguesa,NNP,ORG
85796,,4,CD,O
85797,,3,CD,O
85798,,0,CD,O
85799,,1,CD,O
85800,,8,CD,O
85801,,3,CD,O
85802,,9,CD,O
85803,,Palmeiras,NNS,ORG
85804,,5,CD,O
85805,,2,CD,O
85806,,3,CD,O
85807,,0,CD,O
85808,,8,CD,O
85809,,1,CD,O
85810,,9,CD,O
85811,,Goias,FW,ORG
85812,,5,CD,O
85813,,2,CD,O
85814,,2,CD,O
85815,,1,CD,O
85816,,7,CD,O
85817,,4,CD,O
85818,,8,CD,O
85819,,Gremio,NNP,ORG
85820,,3,CD,O
85821,,2,CD,O
85822,,1,CD,O
85823,,0,CD,O
85824,,11,CD,O
85825,,4,CD,O
85826,,7,CD,O
85827,,Cruzeiro,NNP,ORG
85828,,3,CD,O
85829,,2,CD,O
85830,,1,CD,O
85831,,0,CD,O
85832,,4,CD,O
85833,,2,CD,O
85834,,7,CD,O
85835,,Sport,NNP,ORG
85836,,Recife,NN,ORG
85837,,5,CD,O
85838,,2,CD,O
85839,,1,CD,O
85840,,2,CD,O
85841,,7,CD,O
85842,,6,CD,O
85843,,7,CD,O
85844,,Parana,NNP,ORG
85845,,4,CD,O
85846,,2,CD,O
85847,,1,CD,O
85848,,2,CD,O
85849,,5,CD,O
85850,,5,CD,O
85851,,7,CD,O
85852,,Flamengo,RB,ORG
85853,,4,CD,O
85854,,2,CD,O
85855,,0,CD,O
85856,,2,CD,O
85857,,4,CD,O
85858,,4,CD,O
85859,,6,CD,O
85860,,Atletico,NNP,ORG
85861,,Mineiro,NNP,ORG
85862,,5,CD,O
85863,,2,CD,O
85864,,0,CD,O
85865,,3,CD,O
85866,,6,CD,O
85867,,7,CD,O
85868,,6,CD,O
85869,,Vasco,NNP,ORG
85870,,da,NNP,ORG
